번호,구분,계약명,계약금액,계약일,계약상대자
4707,구매/기타,(신소재공학과) 실험실습재료 구입 (33),608300,2020-02-17,카드구매
4708,구매/기타,[독어독문] 독어독문학과 재료비 구입 신청,1566440,2020-02-17,카드구매
4709,구매/기타,[에너지화학공학과] 실험실습재료 구입 요구(9),165000,2020-02-17,카드구매
4710,구매/기타,(신소재공학과) 실험실습재료 구입 (32),47080,2020-02-17,카드구매
4711,구매/기타,정책대학원 업무용물품 구입,105650,2020-02-17,카드구매
4712,구매/기타,자율프린터실 소모품(토너) 구입,473000,2020-02-17,카드구매
4713,구매/기타,사무용품 구입,1037000,2020-02-17,카드구매
4714,구매/기타,학군단 전산 및 사무용 물품 구입,2000000,2020-02-17,카드구매
4715,구매/기타,사회과학대학 소요물품 구입,410000,2020-02-17,카드구매
4716,구매/기타,(기계공학과)실험실습재료 구입(20200214-3),1345300,2020-02-17,카드구매
4717,구매/기타,체육학부 수용비 (제본용종이표지 외 13종)사용,1081790,2020-02-17,카드구매
4718,구매/기타,2급생활스포츠지도사 연수 운영에 따른 수용비 지출,513360,2020-02-17,카드구매
4719,구매/기타,(기계공학과)실험실습재료 구입(20200214),319000,2020-02-17,카드구매
4720,구매/기타,소모품 구입_(사무용품외/문화출판원),278270,2020-02-17,카드구매
4721,구매/기타,기초교육팀 소모품 구입,37410,2020-02-17,카드구매
4722,구매/기타,(기계공학과)실험실습재료 구입(20200214)-1,1932040,2020-02-17,카드구매
4723,구매/기타,[대학혁신]성과확산포럼 기념품(재미있는 국립인천대학교 혁신이야기) 구매 계약의뢰,6500000,2020-02-17,주식회사 아이엔유 코퍼레이션
4724,구매/기타,예술체육대학 교학실 및 강의준비실 운영 소모품 구입,399760,2020-02-17,카드구매
4725,구매/기타,재해대책본부 복사용지 구입,375000,2020-02-17,카드구매
4726,구매/기타,(기계공학과)실험실습재료 구입(20200214-2),1175000,2020-02-17,카드구매
4727,구매/기타,소모품(토너) 구입,804380,2020-02-17,카드구매
4728,구매/기타,정보기술대학원 사무용품 구매,1172930,2020-02-15,카드구매
4729,구매/기타,부서운영 소모품구입,729200,2020-02-15,오피스디포
4730,구매/기타,[비자산구매]정보통신공학과 실험실습재료(배터리 1종) 구매요청,448200,2020-02-15,카드구매
4731,구매/기타,코로나 확산대비 승강기용 손소독제거치대 구입,594000,2020-02-15,카드구매
4732,구매/기타,(메카트로닉스공학과) 이기복 교수님 실험실습재료 구입 2,743446,2020-02-14,카드구매
4733,구매/기타,신임교무처장 취임에 따른 명패 구입,209000,2020-02-14,주식회사 아이엔유 코퍼레이션
4734,구매/기타,AV시스템 전자교탁 교체용 음향앰프 구입,1452000,2020-02-14,카드구매
4735,구매/기타,생활원 제1기숙사 수리자재구매,1223500,2020-02-14,카드구매
4736,구매/기타,재무회계팀 소모품 구입(2/14),231000,2020-02-14,카드구매
4737,구매/기타,(총무팀) 업무용 대봉투 제작 및 구입,600000,2020-02-14,동양인쇄사
4738,구매/기타,도시건축학부 실험실습재료비(39),725340,2020-02-14,카드구매
4739,구매/기타,사무용품 구입,83400,2020-02-14,카드구매
4740,구매/기타,"(전기공학과)실험실습재료 구입(61)(계좌이체, 재기안)",726000,2020-02-14,선인전기
4741,구매/기타,(메카트로닉스공학과) 한유성 교수님 실험실습재료 구입 3,1369500,2020-02-14,카드구매
4742,구매/기타,"(전기공학과)실험실습재료 구입(59)(계좌이체,재기안)",655600,2020-02-14,(주) 알앤디코리아
4743,구매/기타,신임교무처장 취임에 따른 명함 구입,20000,2020-02-14,카드구매
4744,구매/기타,(기계공학과)실험실습재료 구입(20200206),3270840,2020-02-14,카드구매
4745,구매/기타,대학혁신사업단 온라인 성과확산포럼 촬영을 위한 위생용품 구입 비용 지출,608000,2020-02-14,인천대학교소비자생활협동조합
4746,구매/기타,"(전기공학과)실험실습재료 구입(60)(계좌이체, 재기안)",594000,2020-02-14,에스엠텍
4747,구매/기타,학생생활상담소 심리검사지 구매,980000,2020-02-14,마음사랑인지행동치료센터
4748,구매/기타,포토샵 연간 이용권 구입,224400,2020-02-14,카드구매
4749,구매/기타,INU어학센터 운영을 위한 소모품 구매,29700,2020-02-14,카드구매
4750,구매/기타,대학 홍보 기념품 구매(원목 펜 트레이),1100000,2020-02-14,카드구매
4751,구매/기타,(산업경영공학과) 실험실습재료 구입 (22),811220,2020-02-14,카드구매
4752,구매/기타,사범대학 일어교육과 실험실습재료 구입비 지급,706470,2020-02-14,카드구매
4753,구매/기타,"(전기공학과)실험실습재료 구입(50)(계좌이체,재기안)",605000,2020-02-14,비파에스이
4754,구매/기타,(기계공학과)실험실습재료 구입(20200213),3000000,2020-02-14,카드구매
4755,구매/기타,(산업경영공학과) 실험실습재료 구입 (23),1097910,2020-02-14,카드구매
4756,구매/기타,조경 및 영선작업 반코팅장갑 구입,2000000,2020-02-14,카드구매
4757,구매/기타,대학혁신사업단 위원회 진행을 위한 사무용품 구매,420000,2020-02-14,(주)올인원시스템
4758,구매/기타,교무과 학사행정을 위한 자동증명발급기용 소모품 구매,717690,2020-02-14,카드구매
4759,구매/기타,화학과 실험실습 재료 구입(A-class Graduated Cylinders 외 10종),882750,2020-02-14,카드구매
4760,구매/기타,[긴급]신종 코로나바이러스에 따른 엘리베이터 소독제 구입,1650000,2020-02-14,인천장애인사회적협동조합
4761,구매/기타,(부속실) 사무용품 구입 (02/14),66100,2020-02-14,카드구매
4762,구매/기타,소모품 구입_(실험용품/습동유),500500,2020-02-14,카드구매
4763,구매/기타,대학원 학사업무 및 학생지도에 따른 사무용품 및 소모품 구입,565600,2020-02-14,카드구매
4764,구매/기타,생활원 안전용 차단봉 구입,400000,2020-02-13,카드구매
4765,구매/기타,평생교육원 학점은행제 수업지원물품 구입,207500,2020-02-13,카드구매
4766,구매/기타,대학원 입시 사무용품 구입,339100,2020-02-13,카드구매
4767,구매/기타,[전자공학과] 실험실습재료 구입(50),898800,2020-02-13,카드구매
4768,구매/기타,[전자공학과] 실험실습재료 구입(49),528000,2020-02-13,카드구매
4769,구매/기타,이사회 회의용 소모품 구입,325400,2020-02-13,카드구매
4770,구매/기타,[계약학과] 바이오산업공학과 일반수용비 지출,300000,2020-02-13,카드구매
4771,구매/기타,[에너지화학공학과] 실험실습재료 구입 요구(8),1705000,2020-02-13,카드구매
4772,구매/기타,[긴급]신종 코로나바이러스 관련 생활원 입소자 방역 용품 구입,4044000,2020-02-13,인천대학교소비자생활협동조합
4773,구매/기타,교무과 학사지원파트 부서운영을 위한 물품 구입(전기포트),65380,2020-02-13,카드구매
4774,구매/기타,한국어학당 비자심사과정을 위한 사무용품 구매,515190,2020-02-13,카드구매
4775,구매/기타,생활원 안내용 배너 구입,368000,2020-02-13,카드구매
4776,구매/기타,[긴급]신종 코로나바이러스 관련 생활원 입주자용 용품 구입,12381500,2020-02-13,인천대학교소비자생활협동조합
4777,구매/기타,전산용품(백업테이프 외) 구입,880000,2020-02-13,하누리정보기술(주)
4778,구매/기타,[중어중국] 학과 수업용 재료비 지출,602730,2020-02-13,카드구매
4779,구매/기타,[전자공학과] 실험실습재료 구입(48),669020,2020-02-13,카드구매
4780,구매/기타,법학부 수업용 재료 구입(실험실습비),2102000,2020-02-13,카드구매
4781,구매/기타,(국비)진로취업전담교수제 운영을 위한 교원 역량강화 워크샵 기념품비 지출(소모품),7200000,2020-02-13,인천대학교소비자생활협동조합
4782,구매/기타,[계약학과] IPP사업단 일반수용비 지출,71700,2020-02-13,카드구매
4783,구매/기타,[계약학과] 바이오산업공학과 일반수용비 지출,400000,2020-02-13,카드구매
4784,구매/기타,[국어국문학과] 재료비 지출,2255900,2020-02-13,카드구매
4785,구매/기타,2020년 2월말 교수 정년퇴임식 기념품(행운의 열쇠) 구매,13952820,2020-02-13,주식회사 아이엔유 코퍼레이션
4786,구매/기타,진로취업교과목 운영에 따른 실험실습비 지출,608300,2020-02-13,카드구매
4787,구매/기타,(메카트로닉스공학과) 이기복 교수님 실험실습재료 구입 3,586817,2020-02-13,카드구매
4788,구매/기타,"(총무팀) 복사용지(B4, A3) 구입",631200,2020-02-12,카드구매
4789,구매/기타,[계약학과] 바이오산업공학과 실험실습비(Finnpipette F2 외 6종) 지출,1421200,2020-02-12,카드구매
4790,구매/기타,[계약학과] 바이오산업공학과 일반수용비 지출,561000,2020-02-12,카드구매
4791,구매/기타,사범대학 일어교육과 실험실습재료 구입비 지급,300000,2020-02-12,카드구매
4792,구매/기타,송도캠퍼스 소방 수신기 고장 부속품 구매,715000,2020-02-12,주식회사 지에프에스
4793,구매/기타,경영학부 실험실습비 지출,935040,2020-02-12,카드구매
4794,구매/기타,(생명과학전공)실험실습재료(Falcon tube 외 1종) 구입,759000,2020-02-12,카드구매
4795,구매/기타,(총무팀) 복사용지(A4) 구입,754800,2020-02-12,카드구매
4796,구매/기타,전산실습실 소모품 구입,2914300,2020-02-12,카드구매
4797,구매/기타,건설환경공학전공 실험실습재료 구입,922800,2020-02-12,카드구매
4798,구매/기타,태극기 구입,900000,2020-02-12,카드구매
4799,구매/기타,2020년 2월말 직원 퇴임 관련 비용 지출(황금열쇠),5820000,2020-02-12,주식회사 아이엔유 코퍼레이션
4800,구매/기타,(총무팀) 사무용 토너 구입,1755000,2020-02-12,카드구매
4801,구매/기타,정보통신시설운영 소모품 구입(3차),3289000,2020-02-12,카드구매
4802,구매/기타,[긴급]신종 코로나바이러스 살균제 구입,2240000,2020-02-12,인천장애인사회적협동조합
4803,구매/기타,인쇄실 소모품(인쇄용지) 구입,798000,2020-02-12,미르인포
4804,구매/기타,2019 학술연구상 수상자 상품구입(상장),3000000,2020-02-12,카드구매
4805,구매/기타,(해양학과) 공통실험실습비 지출 요청 (Gel Holder Cassette),453000,2020-02-12,카드구매
4806,구매/기타,(분자의생명전공)실험실습재료(n-Hexane 외 2종) 구입,350000,2020-02-12,카드구매
4807,구매/기타,사범대학 학습연구년 사무용품 구입,1326050,2020-02-12,카드구매
4808,구매/기타,건설환경공학전공 실험실습재료 구입,200380,2020-02-12,카드구매
4809,구매/기타,(분자의생명전공)실험실습재료(FMS Kinase Enzyme System 외 1종) 구입,902000,2020-02-12,카드구매
4810,구매/기타,[계약학과] IPP사업단 서류케이스 일반수용비 지출,175000,2020-02-12,카드구매
4811,구매/기타,[학생회]사범대학 신종코로나바이러스 예방물품 구입,176600,2020-02-12,카드구매
4812,구매/기타,컴퓨터공학부 실습재료(랜케이블 외 5종) 구입비 지출,3269190,2020-02-12,카드구매
4813,구매/기타,2019 학술연구상 수상자 상품구입(꽃바구니 및 케익),9797000,2020-02-12,풀꽃마을
4814,구매/기타,국제개발협력센터 ODA 도서관 운영을 위한 도서 구입,1579660,2020-02-12,카드구매
4815,구매/기타,(부속실) 소독용품 구입 (2/11),4500,2020-02-12,카드구매
4816,구매/기타,2019년도 디자인학부 재료비(토너외) 지출,1405500,2020-02-11,카드구매
4817,구매/기타,경영대학 실험실습비 지출,2467300,2020-02-11,카드구매
4818,구매/기타,소모품 구입_(실험용품/손소독제),196000,2020-02-11,카드구매
4819,구매/기타,문화자치위원회 2월 도서 자료 구매,1188560,2020-02-11,카드구매
4820,구매/기타,근조화환 구입,350000,2020-02-11,카드구매
4821,구매/기타,[전자공학과] 실험실습재료 구입(39),1861800,2020-02-11,카드구매
4822,구매/기타,공과대학 소모품 구입 (5),615000,2020-02-11,카드구매
4823,구매/기타,[계약학과] IPP사업단 제본용품 관련 일반수용비 지출,532200,2020-02-11,카드구매
4824,구매/기타,예술체육대학 운동건강학부 재료(잉크 4종) 구입,22800,2020-02-11,카드구매
4825,구매/기타,공연예술학과 재료(광목천 외 9종)구입,1462130,2020-02-11,카드구매
4826,구매/기타,본관 행정부서 영문 표기명 개선 등 안내표찰 수정,1839000,2020-02-11,카드구매
4827,구매/기타,연구혁신팀 물품 구입,7490,2020-02-11,카드구매
4828,구매/기타,신종 코로나바이러스 관련 긴급 방역물품 추가 구매,21990000,2020-02-11,인천대학교소비자생활협동조합
4829,구매/기타,(해양학과) 공통실험실습비 지출 요청 (anti-GAPDH),267630,2020-02-11,카드구매
4830,구매/기타,국제개발협력센터 사무용품 구입,112220,2020-02-11,카드구매
4831,구매/기타,사무용품 구입,198500,2020-02-11,카드구매
4832,구매/기타,(산업경영공학과) 실험실습재료 구입 (21),2500650,2020-02-11,카드구매
4833,구매/기타,[전자공학과] 실험실습재료 구입(44),2007500,2020-02-11,카드구매
4834,구매/기타,예술체육대학 운동건강학부 재료(프린터) 구입,197500,2020-02-11,카드구매
4835,구매/기타,[전자공학과] 실험실습재료 구입(45),921620,2020-02-11,카드구매
4836,구매/기타,(메카트로닉스공학과) 박상인 교수님 실험실습재료 구입 4,886600,2020-02-11,카드구매
4837,구매/기타,생활원 제1기숙사 에어컨 PCB 구매,2700000,2020-02-11,에버맥스(주)
4838,구매/기타,2019년도 디자인학부 재료비(잉크외) 지출,2960000,2020-02-11,한국티엔티 주식회사
4839,구매/기타,국제개발협력센터 소모성 물품 구입(2),364170,2020-02-11,카드구매
4840,구매/기타,(교비)대학일자리센터 사업 운영경비(소모품),328740,2020-02-11,카드구매
4841,구매/기타,INU어학센터 2019년도 겨울학기 문화체험행사 기념품,21000320,2020-02-11,최여사기프트
4842,구매/기타,도시과학대학 교학실 사무실 운영 소모품 구입,89920,2020-02-11,카드구매
4843,구매/기타,(국비)대학일자리센터 사업 운영경비(소모품),1141000,2020-02-11,카드구매
4844,구매/기타,[대학신문사] 소모품 구입,677560,2020-02-11,카드구매
4845,구매/기타,국제개발협력센터 소모성 물품(1) 구입,368820,2020-02-11,카드구매
4846,구매/기타,융합과학기술원 융합연구단 지원용 소모품 구입,42490,2020-02-11,카드구매
4847,구매/기타,[긴급]신종 코로나바이러스 관련 생활원 근무자 용품 구입,1020000,2020-02-11,카드구매
4848,구매/기타,(신소재공학과) 실험실습재료 구입 (31),55000,2020-02-11,카드구매
4849,구매/기타,입시상담실 운영을 위한 생수 구매,145000,2020-02-11,카드구매
4850,구매/기타,[긴급]신종 코로나바이러스 관련 생활원 입소자 용품 구입,661000,2020-02-11,카드구매
4851,구매/기타,기초교육원 시험용 소모품 구입,295600,2020-02-11,카드구매
4852,구매/기타,(시비)대학일자리센터 사업 운영경비(소모품) 지출,1980000,2020-02-11,카드구매
4853,구매/기타,보건진료소 및 안정실 운영 물품구입(제세동기 패드),110000,2020-02-11,메디케어팜
4854,구매/기타,부서운영 소모품구입,791300,2020-02-11,오피스디포
4855,구매/기타,[전자공학과] 실험실습재료 구입(47),1662100,2020-02-11,카드구매
4856,구매/기타,[전자공학과] 실험실습재료 구입(46),660000,2020-02-11,카드구매
4857,구매/기타,(부속실) 사무용품 구입 (2/6),16000,2020-02-11,카드구매
4858,구매/기타,2020년 2월(2019학년도 전기) 졸업증서 인쇄비 지출,155400,2020-02-11,카드구매
4859,구매/기타,연구혁신팀 소모품 구입,159200,2020-02-11,카드구매
4860,구매/기타,해운항만 양성사업 선정 홍보 현수막 제작,180000,2020-02-11,카드구매
4861,구매/기타,"신종 코로나 바이러스 확산 대비 관련 예방 물품(마스크, 손소독제) 구입",1094000,2020-02-11,카드구매
4862,구매/기타,신종 코로나바이러스 관련 긴급 방역물품 구매,19400000,2020-02-11,인천대학교소비자생활협동조합
4863,구매/기타,예술체육대학 운동건강학부 재료(가습기) 구입,219000,2020-02-11,카드구매
4864,구매/기타,[전자공학과] 실험실습재료 구입(43),1129700,2020-02-11,카드구매
4865,구매/기타,(안전공학과) 실험실습재료 구입(45),74510,2020-02-11,카드구매
4866,구매/기타,[독어독문]2019학년도 독어독문학과 재료비 지출,823900,2020-02-11,카드구매
4867,구매/기타,한국어학당 비자심사과정을 위한 사무용품 구매,80000,2020-02-11,카드구매
4868,구매/기타,2019년도 디자인학부 재료비(팬톤칼라외) 지출,1391300,2020-02-11,카드구매
4869,구매/기타,INU어학센터 홍보물품 제작,19670000,2020-02-11,(주)까르멘
4870,구매/기타,INU어학센터 홍보브로셔 제작,3430000,2020-02-11,주식회사 아이엔유 코퍼레이션
4871,구매/기타,융합과학기술원 나노팹 업무용 A4 복사지 구입,180640,2020-02-11,카드구매
4872,구매/기타,소모품 구입_(실험용품/마스크 구입),302500,2020-02-10,카드구매
4873,구매/기타,학생지원과 소모품 구입,82000,2020-02-10,카드구매
4874,구매/기타,온라인 토익강좌 산타토익 이용권 구입 요청,7031000,2020-02-10,(주)뤼이드
4875,구매/기타,(화학과) 실험실습 재료 구입(스테플러 외 24종),500000,2020-02-10,카드구매
4876,구매/기타,[비자산구매]정보통신공학과 실험실습재료(인덕터외 9종) 구매요청,674080,2020-02-10,카드구매
4877,구매/기타,2020년 2월말 직원 퇴임 관련 비용 지출(공로패),799800,2020-02-10,카드구매
4878,구매/기타,제2기숙사 개인위생 용품 구매,7039920,2020-02-10,인천대학교소비자생활협동조합
4879,구매/기타,컴퓨터공학부 실습재료(토너 외 14종) 구입비 지출,2964260,2020-02-10,카드구매
4880,구매/기타,융합과학기술원 복합기 토너(행정실 공용) 구입,220000,2020-02-10,카드구매
4881,구매/기타,2020년 제1기숙사 생활 안내문 제작,4900000,2020-02-10,한림인쇄기획
4882,구매/기타,교무과 각종 위원회 운영을 위한 소모품 구입(2.10.),831660,2020-02-10,주식회사 아이엔유 코퍼레이션
4883,구매/기타,기초교육원 시험용 소모품 구입,266200,2020-02-10,카드구매
4884,구매/기타,컴퓨터공학부 실습재료(USB 외 6종) 구입비 지출,479690,2020-02-10,카드구매
4885,구매/기타,[비자산구매]정보통신공학과 실험실습재료(키보드외 21종) 구매요청,1975250,2020-02-10,카드구매
4886,구매/기타,2020년 2월 학위수여식 총장상(공로상) 부상품 구입,783200,2020-02-10,카드구매
4887,구매/기타,입학관리과 부서 운영을 위한 소모품 구매,142500,2020-02-10,주식회사 아이엔유 코퍼레이션
4888,구매/기타,기계설비 유지관리용(저압진상콘덴서외 16종) 소모성 자재 구입,1747900,2020-02-10,카드구매
4889,구매/기타,(생명공학전공)실험실습재료(Solg™ Pfu-X DNA Polymerase with 10mM dNTP Mix) 구입,304290,2020-02-10,카드구매
4890,구매/기타,"놀이센터 운영 관련 소모품 구매(786,450원)",786450,2020-02-10,카드구매
4891,구매/기타,운동시설물(샌드백세트)구입,660000,2020-02-10,카드구매
4892,구매/기타,멀티미디어실 소모품 구입,238000,2020-02-10,인천대생협
4893,구매/기타,수학과 실험실습 재료구입(토너),581460,2020-02-10,카드구매
4894,구매/기타,인천대학교 환경미화용 환경소모품 구입(11차),4556200,2020-02-10,무진통상
4895,구매/기타,2020학년도 1학기 제2기숙사 기숙사생증 구매,3476000,2020-02-10,선우기획
4896,구매/기타,한국어학당 비자심사과정을 위한 사무용품 구매,661850,2020-02-10,카드구매
4897,구매/기타,2019-하반기 사회공헌 실천사례 발굴 및 확산을 위한 공모전 포상을 위한 상장케이스 구입,700000,2020-02-08,카드구매
4898,구매/기타,제1기숙사 개인위생 용품 구매,3294080,2020-02-08,카드구매
4899,구매/기타,2020학년도 1학기 제1기숙사 기숙사생증 구매,3234000,2020-02-08,카드구매
4900,구매/기타,2020년 제2기숙사 생활 안내문 제작,2363490,2020-02-08,카드구매
4901,구매/기타,2020년 2월말 정년퇴임 교수 공로패 제작,2800000,2020-02-08,카드구매
4902,구매/기타,대학탐방용 쇼핑백 제작 의뢰,7938000,2020-02-07,주식회사 디자인이룸
4903,구매/기타,홍보대사 운영 물품 구입,251050,2020-02-07,카드구매
4904,구매/기타,글로벌법정경대학 교학실 사무용 물품 구입,600000,2020-02-07,카드구매
4905,구매/기타,사범대학 수학교육과 실험실습재료 구입,837520,2020-02-07,카드구매
4906,구매/기타,프린터 토너 구입,1233650,2020-02-07,카드구매
4907,구매/기타,중국학술원 기념품 구입비 지출,440000,2020-02-07,카드구매
4908,구매/기타,건설환경공학부 환경공학전공 실험실습재료 구입,189430,2020-02-07,카드구매
4909,구매/기타,[전자공학과] 실험실습재료 구입(42),1009500,2020-02-07,카드구매
4910,구매/기타,(전기공학과)실험실습재료 구입(66),898570,2020-02-07,카드구매
4911,구매/기타,[전자공학과] 실험실습재료 구입(40),3147400,2020-02-07,카드구매
4912,구매/기타,법학부 수업용 재료 구입(실험실습비),1500000,2020-02-07,카드구매
4913,구매/기타,[계약학과]IPP사업단 복합기 부품 구입 일반수용비 지출,550000,2020-02-07,카드구매
4914,구매/기타,복지시설 및 학생단체 운영 프린터 이미징키트구입,1234200,2020-02-07,카드구매
4915,구매/기타,(생명과학전공)실험실습재료(Glove Latex 외 2종) 구입,1112100,2020-02-07,카드구매
4916,구매/기타,(기계공학과)실험실습재료 구입(20200204),1055100,2020-02-07,카드구매
4917,구매/기타,부서운영 물품 구입,67350,2020-02-07,(주)올인원시스템
4918,구매/기타,(메카트로닉스공학과)실험실습재료 구입,1902100,2020-02-07,카드구매
4919,구매/기타,[전자공학과] 실험실습재료 구입(41),2074400,2020-02-07,카드구매
4920,구매/기타,(메카트로닉스공학과) 한유성 교수님 실험실습재료 구입 2,162510,2020-02-07,카드구매
4921,구매/기타,(해양학과) 공통실험실습비 지출 요청 (B & J w ater ),189000,2020-02-06,카드구매
4922,구매/기타,예술체육대학 조형예술학부 「2019년도 전기 조형예술학부 학위수여 행사」졸업기념품 USB(학생지원비) 구입,983400,2020-02-06,주식회사 레드
4923,구매/기타,무역학부 실험실습비 지출,1957580,2020-02-06,카드구매
4924,구매/기타,학생생활상담소 심리검사지 구매,1950000,2020-02-06,(주)어세스타
4925,구매/기타,(신소재공학과) 실험실습재료 구입 (30),769860,2020-02-06,카드구매
4926,구매/기타,[전자공학과] 실험실습재료 구입(34),616000,2020-02-06,카드구매
4927,구매/기타,자료정리용품 구입(청구기호라벨키퍼 등),9312000,2020-02-06,라이브플러스
4928,구매/기타,[교수회] 원활한 회의 운영을 위한 소모품 구입,42700,2020-02-06,카드구매
4929,구매/기타,(안전공학과) 실험실습재료 구입(44),397240,2020-02-06,카드구매
4930,구매/기타,2020학년도 체육계열 정시실기에 따른 입시물품 대여 지출의뢰,4070000,2020-02-06,동화과학
4931,구매/기타,예술체육대학 교학실 및 강의준비실 운영 소모품 구입(복합기 토너),961950,2020-02-06,카드구매
4932,구매/기타,(해양학과) 공통실험실습비 지출 요청 (토너),222770,2020-02-06,카드구매
4933,구매/기타,(해양학과) 실험실습재료 구입 (키보드 등),348000,2020-02-06,카드구매
4934,구매/기타,예술체육대학 디자인학부 -2019년도 단과대학 기여사업- 행사비(보고서 디자인 용역비) 지출,8200000,2020-02-06,인터링크
4935,구매/기타,인천대학교 규정집 추록 계약 요청,7601000,2020-02-06,주식회사 동양인쇄사
4936,구매/기타,(국비) [대학일자리센터] 2019년 INU 진로취업교과목 컨텐츠 개발 및 가이드북 제작을 위한 전문자료(도서) 구입비,882550,2020-02-06,카드구매
4937,구매/기타,복사용지 구입,601860,2020-02-06,카드구매
4938,구매/기타,무역학부 실험실습비 지출,181500,2020-02-06,카드구매
4939,구매/기타,도서관 정수기 종이컵 구매,440000,2020-02-06,효진생수
4940,구매/기타,(화학과) 실험실습 재료 구입(후드랙),1122000,2020-02-06,카드구매
4941,구매/기타,업무용 프린터 토너 구입,900900,2020-02-06,카드구매
4942,구매/기타,(분자의생명전공)실험실습재료(Rotary Joint 외 3종) 구입,550000,2020-02-06,카드구매
4943,구매/기타,2020년 2월(2019학년도 전기) 학위복 임대,2601000,2020-02-06,한국까운사
4944,구매/기타,INU어학센터 강의를 위한 손소독제 구매,360000,2020-02-06,카드구매
4945,구매/기타,사회과학대 특강 개최에 따른 신종코로나 대비용품 구입,190000,2020-02-06,주식회사 아이엔유 코퍼레이션
4946,구매/기타,(나노바이오전공)소모품(물티슈외 9종) 구입,88500,2020-02-06,카드구매
4947,구매/기타,융합과학기술원 나노팹 장비 부품구입(mask holder),2970000,2020-02-05,카드구매
4948,구매/기타,컴퓨터공학부 실습재료(메인보드 외 11종) 구입비 지출,868100,2020-02-05,카드구매
4949,구매/기타,부서운영 소모품(사무용품등) 구입,256950,2020-02-05,카드구매
4950,구매/기타,융합과학기술원 I-Nano Fab 클린부스용 방진복 구매,484000,2020-02-05,카드구매
4951,구매/기타,문헌정보학과 수업용 재료 구입(실험실습비) 20.02.04,454460,2020-02-05,카드구매
4952,구매/기타,교무과 학사지원파트 부서운영을 위한 소모품 구입(무선마우스세트),44530,2020-02-05,카드구매
4953,구매/기타,도시건축학부 실험실습재료비(38),884670,2020-02-05,카드구매
4954,구매/기타,재무회계팀 명함 제작(2/5),60000,2020-02-05,카드구매
4955,구매/기타,도시공학과 실험실습재료 구입,764720,2020-02-05,카드구매
4956,구매/기타,법학부 수업용 재료 구입(실험실습비),498100,2020-02-05,카드구매
4957,구매/기타,임베디드시스템공학과 실험실습 재료 구입(키보드+마우스),101500,2020-02-05,카드구매
4958,구매/기타,컴퓨터공학부 실습재료(형광펜 외 5종) 구입비 지출,83250,2020-02-04,카드구매
4959,구매/기타,도시건축학부 실험실습재료비(37),2024000,2020-02-04,주식회사 쓰리에스시스템
4960,구매/기타,대외전략업무 운영 물품 구입,1070580,2020-02-04,카드구매
4961,구매/기타,수학과 실험실습 재료구입,1513260,2020-02-04,카드구매
4962,구매/기타,교육부 감사관련 소모품 구입,154150,2020-02-04,카드구매
4963,구매/기타,(계약학과)도시시스템공학과 실험실습비 지출(02/07),49360,2020-02-04,주식회사 아이엔유 코퍼레이션
4964,구매/기타,컴퓨터공학부 실습재료(키보드 외 8종) 구입비 지출,1353890,2020-02-04,카드구매
4965,구매/기타,부서운영을 위한 복사용지 구매비용 지출,291200,2020-02-04,카드구매
4966,구매/기타,[전자공학과] 실험실습재료 구입(38),231000,2020-02-04,카드구매
4967,구매/기타,사진인화용 프린터잉크 구입,1582340,2020-02-04,카드구매
4968,구매/기타,[불어불문]2019 불어불문학과 수업용 재료비 지출(9차),1064200,2020-02-04,카드구매
4969,구매/기타,외국인 지원센터 수용비 지출,330300,2020-02-04,카드구매
4970,구매/기타,도서기증자 명패 제작,66000,2020-02-04,카드구매
4971,구매/기타,(시비)대학일자리센터 사업 운영경비(소모품),1000000,2020-02-04,카드구매
4972,구매/기타,(해양학과) 공통실험실습비 지출 요청 (파라필름 외),226600,2020-02-04,카드구매
4973,구매/기타,프린터 토너 교체,405350,2020-02-04,카드구매
4974,구매/기타,(산업경영공학과) 실험실습재료 구입 (20),1770300,2020-02-04,카드구매
4975,구매/기타,학생생활상담소 심리검사지 구매,980000,2020-02-04,(주)인싸이트
4976,구매/기타,[전자공학과] 실험실습재료 구입(33),1748850,2020-02-04,카드구매
4977,구매/기타,(전기공학과)실험실습재료 구입(65),81970,2020-02-04,카드구매
4978,구매/기타,부서운영 사무용품 구입 지출,671790,2020-02-04,카드구매
4979,구매/기타,2020년 3월 외국어강좌 홍보를 위한 포스터 및 전단지 등 제작비 지출,240000,2020-02-04,카드구매
4980,구매/기타,부서운영소모품 구입 지출(복사용지),399600,2020-02-04,카드구매
4981,구매/기타,(전기공학과)실험실습재료 구입(55),1012110,2020-02-04,카드구매
4982,구매/기타,[계약학과] 바이오산업공학과 실험실습비(1.5ml Micro tube 외 6종) 지출,828300,2020-02-04,카드구매
4983,구매/기타,(전기공학과)실험실습재료 구입(64),1271930,2020-02-04,카드구매
4984,구매/기타,[전자공학과] 실험실습재료 구입(37),1030760,2020-02-04,카드구매
4985,구매/기타,(메카트로닉스공학과) 차재민 교수님 실험실습재료 구입 2,300000,2020-02-04,카드구매
4986,구매/기타,업무협약 관련 운영 물품 구입,429400,2020-02-04,카드구매
4987,구매/기타,[인문대학]복사기 토너 및 공기청정기 필터 구입,1964950,2020-02-03,카드구매
4988,구매/기타,인천대학교 2020-1학기 수강신청편람 계약,8815000,2020-02-03,예일문화사
