번호,구분,계약명,계약금액,계약일,계약상대자
10473,구매/기타,Motion2AI와의 MOU 체결에 따른 현수막 제작,30000,2019-08-23,카드구매
10474,구매/기타,건설환경공학전공 실험실습재료 구입 요청,774400,2019-08-23,한성출판사
10475,구매/기타,부서 소모품 구입,65000,2019-08-23,카드구매
10476,용역,실기고사 전자 평가시스템 렌탈 및 유지 보수,8300000,2019-08-22,주식회사 포에듀
10477,구매/기타,(기계공학과)학부생연구경진대회 재료 구입(5),711330,2019-08-22,카드구매
10478,구매/기타,기계설비(승강기) 유지관리용 부품(착상릴레이) 구입,2132900,2019-08-22,카드구매
10479,용역,1호관(본관) 503호 부총장실 에어컨 룸콘분할 수선,605000,2019-08-22,카드구매
10480,구매/기타,(산업경영공학과) 실험실습재료 구입 (10),41160,2019-08-22,카드구매
10481,공사,사회과학대학 환경개선공사 수의계약 의뢰,14700000,2019-08-22,(주)융진파트너스
10482,구매/기타,컴퓨터공학부 실습재료(화일케이스 외 4종) 구입비 지출,86870,2019-08-22,카드구매
10483,자산,(나노바이오전공)2019-2학기 전임교원 신규 임용에 따른 교수연구실 비품 구입(일체형컴퓨터외 2종),1655500,2019-08-22,카드구매
10484,자산,(출연금) 2019년 신문방송학과 교육용기자재 구매(수의계약_드론),3911600,2019-08-22,믿음토탈솔루션
10485,공사,"(대학혁신사업)기초교육원 306,307호 강의실 바닥재 교체공사",8500000,2019-08-22,주식회사 두호
10486,자산,2019-2학기 신규임용자 연구실 비품(복합기) 구입,1046000,2019-08-22,카드구매
10487,자산,녹화 솔루션 구매 의뢰,8624000,2019-08-22,주식회사 주연미디어
10488,구매/기타,(전기공학과)실험실습재료 구입(22),346940,2019-08-22,카드구매
10489,구매/기타,예술체육대학 환경개선(3층 남 여 샤워실 분리)에 따른 보수,1556000,2019-08-22,카드구매
10490,구매/기타,도시건축학전공)2019년도 교육용소프트웨어 구입(라이노6),2090000,2019-08-22,카드구매
10491,구매/기타,"(분자의생명전공)실험실습재료(PASMC-pulmon. Art. SM SmGM-2, cryo amp) 구입",1870000,2019-08-22,카드구매
10492,구매/기타,인천학연구원 사무용품 구입 의뢰,290000,2019-08-22,카드구매
10493,용역,[대학혁신지원사업] 프로듀스 990(공인어학성적 향상 프로젝트) 시행에 따른 계약 의뢰,12000000,2019-08-22,(주)와이비엠넷
10494,자산,"2019-2학기 신규임용자 연구실 비품(의자,냉장고) 구입",1036290,2019-08-22,카드구매
10495,자산,[학생복지요구안]인문학 도서관 서고장 구입,3245000,2019-08-22,카드구매
10496,구매/기타,2학기 개강대비 AV시스템 보수용 소모품 구입,1892000,2019-08-22,카드구매
10497,자산,(나노바이오전공)2019-2학기 전임교원 신규 임용에 따른 교수연구실 비품 구입(회의용테이블외 4종),1344500,2019-08-22,카드구매
10498,구매/기타,국제지원팀 파란사다리사업 소모품(토너) 구입비 지출,176000,2019-08-21,카드구매
10499,구매/기타,글로벌법정경대학 수업용 재료 구입(실험실습비),1989900,2019-08-21,카드구매
10500,구매/기타,(전기공학과)실험실습재료 구입(20),645150,2019-08-21,카드구매
10501,용역,(대학혁신사업)생명과학대학 학부실험실 환경개선 작업,2380000,2019-08-21,카드구매
10502,구매/기타,(기계공학과)학부생연구경진대회 재료 구입(3),318570,2019-08-21,카드구매
10503,구매/기타,(기계공학과)학부생연구경진대회 재료 구입(4),1150010,2019-08-21,카드구매
10504,구매/기타,"(대학혁신지원사업)기초교육원 12호관 창의,융합 협업공간 등기구 자재구매",5330000,2019-08-21,대연라이팅
10505,공사,(대학혁신사업)생명과학기술대학 학부실험실 바닥 보수,2750000,2019-08-21,삼호건설
10506,구매/기타,2급생활스포츠지도사 연수 운영에 따른 수용비 지출,276440,2019-08-21,카드구매
10507,구매/기타,(대학혁신사업)대학혁신사업단 홈페이지 제작을 위한 프로그램(망고보드) 라이센스 구매,560000,2019-08-21,(주)리아모어소프트
10508,용역,스포츠센터 도배 용역 의뢰,2167000,2019-08-21,예원건축
10509,구매/기타,1-2분기 교육혁신센터 및 성과관리 인증센터 도서 구입,178720,2019-08-21,(주)교보문고
10510,공사,23호관(강당공연장) 주출입구 판석포장 보수공사,15500000,2019-08-21,주식회사 에임하이
10511,구매/기타,해외 대학 방문에 따른 자연과학대학 소개자료 제작,1088000,2019-08-21,카드구매
10512,구매/기타,2019학년도 2학기 생활원 제1기숙사 기숙사생증 물품 구매,4356000,2019-08-20,선우기획
10513,구매/기타,국비(출연금사업) 전기공학과 교육용 기자재(HHWU-EDU-PDUP)구매(2),8925840,2019-08-20,알테어엔지니어링(주)
10514,자산,"건축공학,도시건축학전공) 2019년도 교육용기자재 구입(복합기)",3360000,2019-08-20,디엔씨오토메이션
10515,용역,외국인 유학생 유치를 위한 중국대학 방문 용역계약 요청,8500000,2019-08-20,(주)맥여행사
10516,구매/기타,재무회계팀 사무용품 [윈드윙] 구입,102000,2019-08-20,카드구매
10517,용역,[고교교육기여대학지원사업] 2019 INU 전공 및 진로 페스티벌 부스 및 현수막 업체대행,15000000,2019-08-20,선흥토탈
10518,구매/기타,송도캠퍼스 강의실 리모델링 및 실험기기 전원 보수,1991000,2019-08-20,주식회사 제이앤비이엔지
10519,용역,팬코일 유니트 자재구입,600600,2019-08-20,카드구매
10520,공사,16호관(예술체육대학) 306호 샤워실 분리(남녀) 설비 공사,5600000,2019-08-20,신화기공
10521,구매/기타,(대학혁신사업)생명공학전공 실험실 유틸리티 자체 공사에 필요한 소모자재구입,1850000,2019-08-20,카드구매
10522,구매/기타,도시건축학부 실험실습재료비(13),523500,2019-08-20,카드구매
10523,구매/기타,[공학페스티벌] 2019 제5회 INU 공학페스티벌 행사용 경품 구입 요청,4422330,2019-08-20,주식회사 아이엔유 코퍼레이션
10524,자산,산업경영공학과 교육용기자재(강의용컴퓨터 외) 구입,10290000,2019-08-20,인천지방조달청
10525,자산,소비자학과 2019년도 교육용기자재 구입(전면글라스칠판 외 4종),18870000,2019-08-20,휴그린주식회사
10526,구매/기타,[비자산구매]정보통신공학과 실험실습재료(SSD외 3종) 구입,2426900,2019-08-19,카드구매
10527,자산,문화자치위원회 비품구입(블루레이 및 책장),777870,2019-08-19,카드구매
10528,자산,문화자치위원회 비품 구입(데스크톱컴퓨터),1770000,2019-08-19,인천지방조달청
10529,용역,인천대학교 공연장 음향반사판 및 현수막 거치대 기계설비 보수,1771000,2019-08-19,카드구매
10530,구매/기타,교무과 각종 위원회 운영을 위한 소모품 구입(복사용지),194900,2019-08-19,주식회사 아이엔유 코퍼레이션
10531,구매/기타,2019학년도 2학기 생활원 제2기숙사 기숙사생증 물품 구매,2904000,2019-08-19,선우기획
10532,자산,정보기술대학 학생회실 비품 구입(냉풍기),29900,2019-08-19,카드구매
10533,자산,"[수학과]2019년 교육용 기자재 조달 구입 의뢰 (액정모니터, 레이저프린터)",7110000,2019-08-19,인천지방조달청
10534,구매/기타,교무과 각종 위원회 운영을 위한 소모품 구입(토너 외 4종),235320,2019-08-19,주식회사 아이엔유 코퍼레이션
10535,자산,컴퓨터공학부 2019년 교육용기자재(컴퓨터-조달) 구입요청,85140000,2019-08-19,인천지방조달청
10536,구매/기타,실험용 소모품 구입(유성특수가스),33000,2019-08-16,카드구매
10537,자산,사범대학 스마트교실 구축에 따른 스크린글라스보드 등 구매,13600000,2019-08-16,(주)엠티에스정보기술
10538,구매/기타,공과대학 로비 추락방지망 자재 구매,1488300,2019-08-16,성경건설(주)
10539,공사,(대학혁신사업)기초교육원 스마트강의실 조성 공사,16000000,2019-08-16,대성에프앤티 주식회사
10540,공사,(대학혁신사업)기초교육원 15호관 토론식 강의실 조성공사,15983000,2019-08-16,정우건축
10541,용역,경영대학(원) 교수연수 계약의뢰,5700000,2019-08-16,(주)백령피아이트레블
10542,자산,사범대학 국어교육과 교육용 기자재 구입 의뢰,2470000,2019-08-16,카드구매
10543,자산,사범대학 스마트교실 구축에 따른 카메라 등 구입,15800000,2019-08-16,(주)이담에스티
10544,자산,(대학혁신지원사업) 교양교육 및 창의융합 공간 구축을 위한 기타실(기타) 구매계약 의뢰,5280000,2019-08-16,뮤직앤사운드
10545,자산,[대학혁신지원사업] 교양교육 및 창의융합 공간 구축을 위한 강의실 집기비품 구매계약의뢰(비조달),20000000,2019-08-16,비엔씨
10546,자산,[대학혁신지원사업] 교양교육 및 창의융합 공간 구축을 위한 스마트 교양교과목 강의 기자재 구매계약의뢰(비조달),7410000,2019-08-16,테드랩
10547,공사,(대학혁신사업)자연과학대학 해양학과 실험실 급배수 개선 공사,8300000,2019-08-16,삼우기공
10548,구매/기타,건설환경공학전공 실험실습재료 구입,238000,2019-08-16,카드구매
10549,구매/기타,(메카트로닉스공학과) 실험실습재료 구입,191500,2019-08-16,카드구매
10550,용역,[공학페스티벌] 2019 제5회 INU 공학페스티벌 행사장 부스(텐트) 설치 요청,6600000,2019-08-16,(주)프라넬이엔티
10551,구매/기타,[불어불문]2019 불어불문학과 수업용 재료비 지출(7차),381150,2019-08-16,카드구매
10552,공사,(대학혁신사업)기계공학과 27호관 106B호 연구실험실 환기설비 개선공사,7800000,2019-08-16,서울풍력
10553,공사,(대학혁신사업)기초교육원 스마트 강의실 구축 정보통신공사,15060000,2019-08-16,주식회사 나인정보기술
10554,구매/기타,도시공학과 실험실습재료 구입,3140000,2019-08-15,카드구매
10555,구매/기타,공로패 제작 구입,110000,2019-08-14,카드구매
10556,자산,임베디드시스템공학과 2019년 교육용 기자재(SW) 구입 요청,1100000,2019-08-14,카드구매
10557,공사,"(대학혁신지원사업)기초교육원 12호관 ,15호관 창의,융합 협업공간 공사 (전기)",15800000,2019-08-14,주식회사 세종이엠에스
10558,구매/기타,도시과학연구원 소모품 구입(잉크카트리지),220000,2019-08-14,카드구매
10559,자산,국비(성과관리사업) 공연예술학과(카메라렌즈) 교육용 기자재 구입,2580000,2019-08-14,주식회사 컬쳐스토리
10560,구매/기타,(전자공학과) 2019 EATED 프로그램 운영에 따른 재료 구입(2차),2009230,2019-08-14,카드구매
10561,구매/기타,부서 사무용품 구입,129630,2019-08-14,카드구매
10562,자산,건설환경공학전공 교육용 기자재 구입요청,1137000,2019-08-14,미래바치
10563,자산,건설환경공학전공 교육용 기자재 구입요청,1540000,2019-08-14,(주)유유계기교역상사
10564,구매/기타,[고교교육 기여대학 지원사업] 2020학년도 입학사정관 8월 직무교육(모의서류평가) 사무용품 구입,300000,2019-08-14,카드구매
10565,구매/기타,예술체육대학 조형예술학부 2019년 단과대학 기여사업 「INU 송도캠퍼스 비전의 실현을 향한 교내미술작품 임대사업」 올림액자 10종(일반수용비)제작 구입,1716000,2019-08-14,모나리자 화방
10566,구매/기타,인간 유전체 연구센터 소모품 구입,11000,2019-08-13,카드구매
10567,구매/기타,(기계공학과)실험실습재료 구입(20190813),547500,2019-08-13,카드구매
10568,구매/기타,(전기공학과)실험실습재료 구입(19),109550,2019-08-13,카드구매
10569,구매/기타,송도캠퍼스 모형 보완 제작 재료 구입,1419690,2019-08-13,카드구매
10570,구매/기타,건설환경공학부 건설환경공학전공 실험실습재료구입,434000,2019-08-13,카드구매
10571,공사,(대학혁신지원사업)5호관 308호(해양학과) 연구용실험실 조성공사 (전기),13300000,2019-08-13,주식회사 제이앤비이엔지
10572,공사,예체능대학 샤워실 분리 공사,13400000,2019-08-13,정웅건설 주식회사
10573,자산,(대학혁신사업)대학혁신사업단 사무실 행정용 기자재(복합기) 구매계약의뢰,5500000,2019-08-13,(주)올인원시스템
10574,자산,국비(성과관리사업)2019년도 디자인학부 교육용기자재(워크스테이션) 구입 의뢰,25410000,2019-08-13,에이저 주식회사
10575,자산,[대학혁신지원사업] 교양교육 및 창의융합 공간 구축을 위한 강의실 집기비품 구매계약의뢰(조달),39394000,2019-08-13,인천지방조달청
10576,자산,(대학혁신사업)대학혁신사업단 연구 클러스터 인큐베이팅기관 연구원 기자재 구매계약의뢰(조달),5280000,2019-08-13,인천지방조달청
10577,구매/기타,입학업무용 전산용지 구매,790000,2019-08-13,카드구매
10578,공사,(대학혁신사업)생명공학전공 실험실습실 환경개선관련 AV시스템 설치공사,6180000,2019-08-13,첨단정보통신
10579,공사,(대학혁신사업)기초교육원 공간조성관련 AV시스템 설치 및 개선공사,15500000,2019-08-13,(주)시트론정보통신
10580,용역,교수회관 3층 식당 자동문 보수,165000,2019-08-13,주식회사 경인종합상사
10581,용역,제물포캠퍼스 성지관 우수배관 수리,528000,2019-08-13,카드구매
10582,자산,사범대학 스마트교실 구축에 따른 물품 구매,33464400,2019-08-13,인천지방조달청
10583,구매/기타,사범대학 체육교육과 실험실습비 지급,35800,2019-08-13,카드구매
10584,구매/기타,한국어학당 강의용품(멀티탭 외) 구입,76100,2019-08-13,카드구매
10585,구매/기타,외국어교육센터 강의용품(복사용지) 구입,174300,2019-08-13,카드구매
10586,구매/기타,(전기공학과)실험실습재료 구입(21),460120,2019-08-13,카드구매
10587,용역,"[고교교육 기여대학 지원사업] 2020학년도 입학사정관 8월 직무교육(모의서류평가) 평가장 운영 집기 임대 및 자료집, 현수막 인쇄",2424000,2019-08-13,카드구매
10588,구매/기타,건설환경공학전공 실험실습재료 구입,179000,2019-08-13,카드구매
10589,구매/기타,2018학년도 후기 동북아물류대학원 학위수여식 및 신입생 OT 현수막 제작,144000,2019-08-13,카드구매
10590,구매/기타,교무과 교무파트 운영을 위한 소모품 구매(테이블상판유리),100000,2019-08-13,중앙건업
10591,용역,[고교교육 기여대학 지원사업] 2020학년도 입학사정관 8월 직무교육(모의서류평가) 교육용 장비 임대,3025000,2019-08-13,카드구매
10592,구매/기타,건설환경공학전공 실험실습재료 구입,43800,2019-08-13,카드구매
10593,구매/기타,(기계공학과) 실험실습재료 구입(20190807),291000,2019-08-13,카드구매
10594,자산,(대학혁신사업)대학혁신사업단 사무실 행정용 IP전화기 구매계약의뢰,4004000,2019-08-12,(주)시트론정보통신
10595,구매/기타,INU어학센터 행정사무실 운영을 위한 소모품 구매,67110,2019-08-12,카드구매
10596,구매/기타,실내 환경개선 화분(아레카야자 외 4종) 구입,640000,2019-08-12,카드구매
10597,자산,2018년도 체육학부 교육용기자재(복합기) 구입 의뢰,3580000,2019-08-12,인천현대종합사무기
10598,자산,국비(출연금사업) 전기공학과 교육용 기자재(열화상 카메라)구매(3),765000,2019-08-12,카드구매
10599,구매/기타,한국어학당 상장케이스 및 상장용지 구매,1950000,2019-08-12,카드구매
10600,구매/기타,평생교육원 홍보 기념품 구매,2500000,2019-08-12,카드구매
10601,구매/기타,자료정리용품(RFID Tag) 구입,7684500,2019-08-12,인천지방조달청
10602,자산,(대학혁신사업)2019년 대학혁신지원사업 연구실험실 환경개선 안전용품 구매계획,69054250,2019-08-12,인천지방조달청
10603,구매/기타,(생명과학전공)실험실습재료(Acetic Acid 외 11종) 구입,2861200,2019-08-12,강화창의체험관
10604,용역,"미추홀캠퍼스 미래관,e-biz 승강기 메인로프외 2종 수리",6300000,2019-08-12,한신엘리베이터(주)
10605,구매/기타,(기계공학과)학부생연구경진대회 재료 구입(2),751950,2019-08-12,카드구매
10606,구매/기타,국제지원팀 기념품(기념패) 구입비 지출,1875000,2019-08-12,카드구매
10607,구매/기타,평생교육원 사무지원 물품 구입,250000,2019-08-09,카드구매
10608,공사,도시건축학부 건축학 교육 인증 설계실 조성공사,5000000,2019-08-09,(주)한마
10609,자산,건설환경공학전공 교육용 기자재 구입요청,1100000,2019-08-09,카드구매
10610,구매/기타,"2019년 9월 강좌를 위한 포스터, 전단지 및 배너 제작비 지출",190000,2019-08-09,카드구매
10611,구매/기타,2019 8월말 교수 정년퇴임식 기념품(행운의 열쇠) 구입 의뢰,4919750,2019-08-09,한국금거래소 골드쉘
10612,구매/기타,2018 후기 학위수여식 행사 진행 관련 일반수용비 지출 (3),85000,2019-08-09,카드구매
10613,자산,건설환경공학전공 교육용 기자재 구입요청,2533780,2019-08-09,카드구매
10614,자산,건설환경공학전공 교육용 기자재 구입요청,2533780,2019-08-09,카드구매
10615,자산,(법인회계)분자의생명전공-비품(벽면실험대) 구입,968000,2019-08-09,카드구매
10616,구매/기타,"제1기숙사, 제2기숙사 자긍심 향상 프로그램 물품 구입",18684000,2019-08-09,인천대학교소비자생활협동조합
10617,구매/기타,꽃 씨앗(코스모스)구입,70000,2019-08-09,카드구매
10618,공사,생활원 제1기숙사 비상개폐장치 수리,440000,2019-08-09,(주)한국소방엔지니어링
10619,자산,[대학혁신지원사업] 교양교육 및 창의융합 공간 구축을 위한 스마트 교양교과목 강의 기자재 구매계약의뢰(조달),39314000,2019-08-08,인천지방조달청
10620,구매/기타,2급생활스포츠지도사 연수 운영에 따른 수용비 지출,490000,2019-08-08,카드구매
10621,구매/기타,체육학부 재료(젖산스트립 외)구입,547000,2019-08-08,카드구매
10622,자산,[대학혁신지원사업] 교양교육 및 창의융합 공간 구축을 위한 강의실 AV시스템 구매계약의뢰(조달),37640000,2019-08-08,인천지방조달청
10623,구매/기타,[에너지화학공학과] 실험실습재료 구입 요구(5),2590000,2019-08-08,카드구매
10624,자산,인천국제개발협력센터 비품(업무용 모니터) 구입비 지출,211000,2019-08-08,카드구매
10625,구매/기타,이사회 서류 보관 및 제출용 박스 구입,456000,2019-08-08,카드구매
10626,구매/기타,(기계공학과) 실험실습재료 구입(20190806),71100,2019-08-08,카드구매
10627,구매/기타,사무실 운영물품 구입비용 지출,15600,2019-08-08,카드구매
10628,자산,소비자학과 2019년도 교육용기자재 구입(그룹형데스크외1종),1933000,2019-08-08,카드구매
10629,구매/기타,(기계공학과) 실험실습재료 구입(20190801),55000,2019-08-08,카드구매
10630,자산,소비자학과 교육용비품(래미네이터)구입요청,242000,2019-08-08,카드구매
10631,구매/기타,기초교육팀 소모품 구입,12000,2019-08-07,카드구매
10632,구매/기타,인천대학교 환경미화용 환경소모품 구입(6차),5200000,2019-08-07,(주)화수분유통
10633,용역,송도캠퍼스 6호관(도서관) 10호기 승강기 도어PCB 교체 수리,2323200,2019-08-07,카드구매
10634,공사,스포츠센터 수영장 창문 설치 공사,5600000,2019-08-07,세이갤러리
10635,공사,(대학혁신사업)기계공학과 연구실험실 가스저장시설 개선 공사,12000000,2019-08-07,주식회사 쎄인텍
10636,구매/기타,종합상황실 소방 모니터링 pc 고장보수,627000,2019-08-07,(주)대원소방엔지니어링
10637,공사,스포츠센터 샤워실 바닥재 공사,11640000,2019-08-07,성경건설(주)
10638,공사,스포츠센터 골프망 공사,14200000,2019-08-07,(주)한성골프이엔지
10639,공사,스포츠센터 2층 스프링클러 누수에 따른 소방공사,4400000,2019-08-07,(주)번개이엔지
10640,자산,인천대학교 환경미화 근무환경개선에 따른 세탁기 및 선풍기 구입,6180000,2019-08-07,주식회사 엘제이월드
10641,공사,스포츠센터 샤워장 및 화장실 거울 보수 공사,6000000,2019-08-07,예원건축
10642,구매/기타,[불어불문]2019 불어불문학과 수업용 재료비 지출(6차),426200,2019-08-07,카드구매
10643,자산,(나노바이오전공)2019년 교육용기자재 구입 의뢰(Drying Oven외 2종),3296700,2019-08-07,카드구매
10644,공사,5호관 441호(해양학과) 연구용실험실 조성공사(전기),16000000,2019-08-07,주식회사 제이앤비이엔지
10645,구매/기타,스포츠센터 수영장 정비를 위한 물품 구입,5750000,2019-08-07,세이갤러리
10646,구매/기타,[고교교육 기여대학 지원사업] 입학사정관 기초역량 강화(신임입학사정관) 직무교육 사무용품 구입,60000,2019-08-07,카드구매
10647,구매/기타,기간제근로자 피복 및 안전용품 구입,151800,2019-08-07,카드구매
10648,자산,[도시공학과]2019년도 법인회계 행정비품(복합기)구입,5500000,2019-08-07,(주)올인원시스템
10649,용역,스포츠센터 헬스장 운동기구 수리,4500000,2019-08-06,MOTUS(모투스)
10650,구매/기타,교수학습지원팀 복사용지(A4) 구입,122010,2019-08-06,주식회사 아이엔유 코퍼레이션
10651,구매/기타,스포츠센터 수영장 소독약 구입,660000,2019-08-06,(주)대성케미칼
10652,용역,E-Biz센터 CCTV설비 이전 설치작업,1133000,2019-08-06,카드구매
10653,구매/기타,[기계공학과] 2019년 INU 창의적 캡스톤디자인 경진대회 재료 구입_7월,518109,2019-08-06,카드구매
10654,용역,인천대학교 송도캠퍼스 증축사업 환경보전방안검토용역 시행,20740000,2019-08-06,주식회사 도담이앤씨
10655,용역,미추홀캠퍼스 융합기술원 행정실용 실외기 PCB 불량에 따른 보수,528000,2019-08-06,카드구매
10656,구매/기타,"문화자치위원회 7, 8월 도서 자료 구매",486400,2019-08-06,카드구매
10657,구매/기타,실험용 소모품 구입(유성특수가스),902000,2019-08-06,카드구매
10658,용역,인천대학교 송도캠퍼스 증축사업 교통영향평가(변경신고)용역 시행,20310000,2019-08-06,주식회사 도담이앤씨
10659,자산,[통합]사범대학 영어교육과 신임교원 연구환경 조성 기자재 구입 (시선추적기),37620000,2019-08-06,토비테크놀로지코리아 주식회사
10660,구매/기타,(부속실) 명함 및 이중봉투 제작,200000,2019-08-05,카드구매
10661,자산,도시건축학전공) 2019년도 교육용기자재 구입(전자칠판),3080000,2019-08-05,카드구매
10662,용역,[고교교육 기여대학 지원사업] 학생부종합전형 평가시스템 구축 및 유지관리 위탁 계약,15000000,2019-08-05,주식회사 진학어플라이
10663,공사,기계공학과 연구실험실(27호관 B106호) 개선 작업(소방공사),2800000,2019-08-05,옹진전력(주)
10664,자산,[도시공학과]2019년도 법인회계 행정비품 구입(사이드장 외 7종),3190000,2019-08-05,카드구매
10665,용역,공연장 무대조명콘솔(컨트롤) 장비 교체 수리,4500000,2019-08-05,(주)한일티앤씨
10666,구매/기타,2019년 8월말 직원 퇴임식 관련 비용 지출(공로패),1000000,2019-08-05,카드구매
10667,구매/기타,위생설비의 유지관리용 소모성 자재 구입,1998700,2019-08-05,카드구매
10668,구매/기타,행정학과 수업용 재료 구입(실험실습비),2032320,2019-08-04,카드구매
10669,자산,(대학혁신사업)대학혁신사업단 사무실 행정용 집기비품 구매비용 지출,2820000,2019-08-02,세이갤러리
10670,구매/기타,(에너지화학공학과) EATED 재료비 지출(7월),408160,2019-08-02,카드구매
10671,자산,국비(성과관리사업) 공연예술학과(카메라렌즈외 3종) 교육용 기자재 구입,2773480,2019-08-02,카드구매
10672,구매/기타,프린터 토너 교체,532400,2019-08-02,카드구매
10673,자산,[2019 공과대학 학과평가지표 개선사업] 화통개선사업-비품(화이트보드) 구입 요구,1650000,2019-08-02,카드구매
10674,구매/기타,소비자학과 실험실습 재료 구입(토너 외),862600,2019-08-02,카드구매
10675,구매/기타,(대학혁신사업)대학혁신사업단 행정업무를 위한 소프트웨어(Creative Cloud for teams) 라이센스 구매,715000,2019-08-02,(주)큐브릿지
10676,구매/기타,대학혁신사업단 사무용품 구입비용 지출,987900,2019-08-02,드림오피스
10677,구매/기타,IPP사업단 행정소모품비 지출(외장하드),103700,2019-08-02,카드구매
10678,구매/기타,2019년 신소재공학과 EATED 프로그램 재료비 지출(7월),71023,2019-08-02,카드구매
10679,구매/기타,(분자의생명전공)실험실습재료(Lipofectamine 외 1종) 구입,1419000,2019-08-02,카드구매
10680,용역,2019 공과대학 홍보용 브로슈어 제작 계약 의뢰,5600000,2019-08-01,웨스트코(주)
10681,용역,(대학혁신사업)기초교육원 토론식 강의실 조성공사 설계용역 계약의뢰,11400000,2019-08-01,(주)융진파트너스
10682,구매/기타,소모자재 구입 (전기분야),116490,2019-08-01,카드구매
10683,용역,(학생복지요구안)미추홀캠퍼스 사범대학 화장실 스윙도어 설치,2770900,2019-08-01,성경건설(주)
10684,용역,(대학혁신지원사업)기계공학과 연구실험실(27호관 B106호) 개선 (전기) 작업,792000,2019-08-01,주식회사 제이앤비이엔지
10685,구매/기타,2020년도 전기 외국인 입시설명회 기념품 구입비 지출,1900000,2019-08-01,카드구매
10686,자산,한국어학당 행정인력 증원에 따른 사무가구 구입,1143600,2019-08-01,카드구매
10687,공사,(학생복지요구안)예술체육대학 조형예술학부 111호 강의실 환경개선 공사,5600000,2019-08-01,주식회사 강남공조
10688,용역,E-Biz센터 및 미추홀 캠퍼스의 냉난방기기 전원 연결 보수,2992000,2019-08-01,카드구매
10689,용역,사범대학 정보통신실 항온항습기 고장에 따른 보수,2100000,2019-08-01,카드구매
10690,구매/기타,국내 전자책(eBook) 구입(3차),15366000,2019-08-01,(주)아람미디어
10691,구매/기타,(메카트로닉스공학과) 실험실습재료구입,561000,2019-07-31,카드구매
10692,구매/기타,사회봉사센터 복사용지(A4)구입,240000,2019-07-31,카드구매
10693,구매/기타,스포츠센터 소모품(영수증 용지) 구입,88000,2019-07-31,(주)혁산정보시스템
10694,구매/기타,초화(꽃) 베고니아 외 4종 구입,600000,2019-07-31,카드구매
10695,용역,2019년 인천대학교 K-MOOC 개별강좌 콘텐츠 개발 계약의뢰,76000000,2019-07-31,(주)재미
10696,구매/기타,학생생활상담소 소모품 구입,504000,2019-07-31,드림오피스
10697,공사,진공펌프 및 순환펌프 수리,943800,2019-07-30,카드구매
10698,구매/기타,[비자산구매]정보통신공학과 실험실습재료(아두이노 키트외 9종) 구입,103780,2019-07-30,카드구매
10699,구매/기타,예술체육대학 강의준비실 운영 소모품 구입,100390,2019-07-30,카드구매
10700,구매/기타,[비자산구매]정보통신공학과 실험실습재료(광마우스외 12종) 구입,2185600,2019-07-30,카드구매
10701,자산,연구혁신팀 자동전화 녹음기 구입,438020,2019-07-30,카드구매
10702,자산,글로벌언어문화원(한국어학당) 강사대기실 환경개선에 따른 에어컨 구입,1265000,2019-07-30,카드구매
10703,구매/기타,건설환경공학부 환경공학전공 실험실습재료 구입,115500,2019-07-30,카드구매
10704,구매/기타,사무용품 구입,152100,2019-07-30,카드구매
10705,용역,중국학술원 옥외광고물 정비,1991000,2019-07-30,카드구매
10706,구매/기타,연구혁신팀 물품 구입,227000,2019-07-30,카드구매
10707,자산,국비(성과관리사업) 공연예술학과(카메라) 교육용 기자재 구입,2209000,2019-07-30,카드구매
10708,구매/기타,평생교육원 교육과정 운영에 필요한 물품 구입,809750,2019-07-30,카드구매
10709,구매/기타,2019년 8월말 직원 퇴임식 관련 비용 지출(행운의 열쇠),4975000,2019-07-30,흥덕사
10710,구매/기타,(계약학과) 도시시스템공학과 실험실습비 지출(7/24),560000,2019-07-30,주식회사 아이엔유 코퍼레이션
10711,구매/기타,INU어학센터 외국어 강좌 및 강사실 운영을 위한 소모품 구매,425720,2019-07-30,카드구매
10712,구매/기타,평생교육원 서류정리에 필요한 물품 구입,81000,2019-07-30,카드구매
10713,구매/기타,(전기공학과)실험실습재료 구입(18),193650,2019-07-29,카드구매
10714,구매/기타,융합과학기술원 행정실 소모품 구입,17520,2019-07-29,카드구매
10715,구매/기타,2급생활스포츠지도사 연수 운영에 따른 수용비 지출,195000,2019-07-29,카드구매
10716,구매/기타,(대학혁신사업)대학혁신사업단 행정업무를 위한 폰트(산돌) 라이센스 구매,960000,2019-07-29,산돌
10717,용역,강당 공연장 야외행사용 이동식 앰프 교체 수리,1342000,2019-07-29,카드구매
10718,구매/기타,사무용품 구입,179790,2019-07-29,주식회사 아이엔유 코퍼레이션
10719,구매/기타,[전자공학과] 실험실습재료구입(09),462000,2019-07-29,카드구매
10720,용역,2019년도 여름학기 문화체험 중식 구매,7353000,2019-07-29,롯데리아 홈플러스 송도
10721,자산,도시건축학전공) 2019년도 교육용기자재 구입(문서세단기),960000,2019-07-29,카드구매
10722,구매/기타,(대학혁신사업)대학혁신사업단 행정업무를 위한 동영상 제작 프로그램 라이센스 구매,1276000,2019-07-29,(주)큐브렉스
10723,자산,도시건축학전공) 2019년도 교육용기자재 구입(3D펜),1575000,2019-07-29,카드구매
10724,구매/기타,경영대학원 소모품 구입 지출,507500,2019-07-29,카드구매
10725,용역,건축민원 시설물 수리(7호관 103호 방충망 교체 외),753500,2019-07-29,카드구매
